kelurahan;pos_code;kecamatan
Wiyorowetan;52371;Ulujami
Gondowangi;65158;Wagir
Berugenjang;59372;Undaan
Tangua;39268;Uram Jaya
Dondai (Donday);99368;Waibu
Ambekairi;93413;Unaaha
Mahe Kelan;86185;Waigete
Undolo;93574;Uluiwoi
Arombu;93412;Unaaha
Buluri;94228;Ulujadi
Karanganyar (Karang Anyar);56365;Wadaslintang
Glagahwaru;59372;Undaan
Bilas;71575;Upau
Fahandrona;22861;Ulugawo
Donggala Kodi;94226;Ulujadi
Nangatobong;86185;Waigete
Kalirejo;59372;Undaan
Kumejing;56365;Wadaslintang
Asambu;93416;Unaaha
Kaong;71575;Upau
Jedong;65158;Wagir
Doyo Baru;99368;Waibu
Fatodano;22861;Ulugawo
Kabonena;94227;Ulujadi
Pogon;86185;Waigete
Sukawangi;43260;Warungkondang
Doyo Lama;99368;Waibu
Lancar;56365;Wadaslintang
Asinua;93416;Unaaha
Karombasan Selatan;95117;Wanea
Karangrowo;59372;Undaan
Runut;86185;Waigete
Mendalanwangi;65158;Wagir
Limbong;91953;Walenrang Utara
Hilibadalu;22861;Ulugawo
Tegallega;43260;Warungkondang
Silae;94227;Ulujadi
Kinarum;71575;Upau
Kwadeware (Kanda);99368;Waibu
Kutuk;59372;Undaan
Ngalian;56365;Wadaslintang
Masingai I;71575;Upau
Kalodran (Kalodoran);42183;Walantaka
Marabuana;91953;Walenrang Utara
Karombasan Utara;95117;Wanea
Pandanlandung;65158;Wagir
Inolobunggadue;93416;Unaaha
Lubuk Cabau;38757;V Koto
Pandanrejo;65158;Wagir
Parik;22385;Uluan
Kapuren (Kepuren);42183;Walantaka
Simanuldang Jae;22767;Ulu Barumun
Hiligafoa;22861;Ulugawo
Pondok Panjang;38757;V Koto
Simanuldang Julu;22767;Ulu Barumun
Dusun Baru;37561;VII Koto
Partor Janji Matogu;22385;Uluan
Pongko;91953;Walenrang Utara
Latoma;93414;Unaaha
Parangargo;65158;Wagir
Pandeyan;55161;Umbulharjo
Hilimbowo;22861;Ulugawo
Pondok Tengah;38757;V Koto
Siraisan;22767;Ulu Barumun
Kuamang;37561;VII Koto
Partoruan Janji Matogu;22385;Uluan
Resno (Rasno);38757;V Koto
Puunaaha;93411;Unaaha
Semaki;55166;Umbulharjo
Subulussalam (Sibulus Salam);22767;Ulu Barumun
Petungsewu;65158;Wagir
Tanjung;22767;Ulu Barumun
Muara Niro;37561;VII Koto
Sorosutan;55162;Umbulharjo
Tapian Nauli;22767;Ulu Barumun
Tobeu;93416;Unaaha
Air Lelangi;38364;Ulok Kupai
Sappewalie (Sappe Walie);92762;Ulaweng
Hiliwetogela (Hiliweto Gela \/ Somolomolo);22861;Ulugawo
Sungai Lintang;38757;V Koto
Bangun Karya;38364;Ulok Kupai
Nubuai;98663;Urei Faisei
Muara Tabun;37561;VII Koto
Tahunan;55167;Umbulharjo
Tipo;94228;Ulujadi
Tadang Palie;92762;Ulaweng
Sampuara;22385;Uluan
Holi;22861;Ulugawo
Lambangan;59372;Undaan
Sungai Rengas;38757;V Koto
Paradoi;98663;Urei Faisei
Tumpas;93411;Unaaha
Watusampu;94229;Ulujadi
Warungboto;55164;Umbulharjo
Lumbukore;87180;Umalulu
Sosiri;99368;Waibu
Sibuntuon;22385;Uluan
Sidorahayu;65158;Wagir
Larikrejo;59372;Undaan
Bolu Bokat;87283;Umbu Ratu Nggay Tengah
Sosokan;31669;Ulu Rawas
Yakonde;99368;Waibu
Sungai Abang;37561;VII Koto
Sigaol Barat;22385;Uluan
Bukit Berlian;38364;Ulok Kupai
Tea Malala;92762;Ulaweng
Lawalawa Luo (Lawa-Lawaluo);22861;Ulugawo
Bolu Bokat Barat;87283;Umbu Ratu Nggay Tengah
Ronggaiwa;98663;Urei Faisei
Tuoy;93415;Unaaha
Amokuni;93574;Uluiwoi
Talang Petai;38757;V Koto
Bukit Sari;38364;Ulok Kupai
Matawai Atu;87180;Umalulu
Tabun;37561;VII Koto
Bolu Bokat Utara;87283;Umbu Ratu Nggay Tengah
Medini;59372;Undaan
Alahan Kae;22999;Ulu Pungkut
Unaaha;93418;Unaaha
Ilinmedo;86184;Waiblama
Sigaol Timur;22385;Uluan
Tea Musu (Teamusu);92762;Ulaweng
Mohili;22861;Ulugawo
Amololu;93574;Uluiwoi
Talang Sakti;38757;V Koto
Natarmage;86184;Waiblama
Mutunggeding;87180;Umalulu
Sitirejo;65158;Wagir
Pagardin (Pagar Din);38364;Ulok Kupai
Ngemplak;59372;Undaan
Talang Sepakat;38757;V Koto
Habincaran;22999;Ulu Pungkut
Tanjung Pucuk Jambi (Pucuk Jambi);37561;VII Koto
Aukora;93574;Uluiwoi
Siregar Aek Nalas;22385;Uluan
Sambung;59372;Undaan
Timusu;92762;Ulaweng
Wawonggole;93416;Unaaha
Rorisi;98663;Urei Faisei
Ulaweng Cinnong;92762;Ulaweng
Kampuang Gelapuang Ulakan;25572;Ulakan Tapakih
Pondok Bakil;38364;Ulok Kupai
Terangmas;59372;Undaan
Ureifaisei I\/Sanggae;98663;Urei Faisei
Talang Berantai;38364;Ulok Kupai
Pruda;86184;Waiblama
Argo Mulyo (Argomulyo);98842;Uwapa
Manggopoh Palak Gadang Ulakan;25572;Ulakan Tapakih
Lalombai (Lalombaia);93574;Uluiwoi
Holur Kambata;87281;Umbu Ratu Nggay Tengah
Ngaru Kanoru;87180;Umalulu
Tanarawa;86184;Waiblama
Air Keruh;38886;Ulu Talo
Onodalinga;22861;Ulugawo
Undaan Kidul;59372;Undaan
Huta Godang;22999;Ulu Pungkut
Tanjung Dalam;38364;Ulok Kupai
Pehanggo;93574;Uluiwoi
Sukodadi;65158;Wagir
Padang Toboh Ulakan;25572;Ulakan Tapakih
Gamei Jaya;98842;Uwapa
Tua Bao;86184;Waiblama
Mara Desa;87283;Umbu Ratu Nggay Tengah
Patawang;87180;Umalulu
Teluk Kayu Putih;37561;VII Koto
Tanjung Harapan;38364;Ulok Kupai
Huta Padang UP;22999;Ulu Pungkut
Bambu;94690;Una Una
Banyu Kencana;38886;Ulu Talo
Undaan Lor;59372;Undaan
Marga Jaya (Margajaya);98842;Uwapa
Umalulu;87180;Umalulu
Watu Moning;86184;Waiblama
Sumbersuko;65158;Wagir
Tanjung Sari;38364;Ulok Kupai
Sandi Ulakan;25572;Ulakan Tapakih
Giri Mulya;38886;Ulu Talo
Orahili (Orahili Somolomolo);22861;Ulugawo
Alue Keumiki;24187;Ulim
Hutaimbaru UP;22999;Ulu Pungkut
Sanggona;93574;Uluiwoi
Batu Kasa;97545;Waesama
Balee Ulim (Bale Ulim);24187;Ulim
Undaan Tengah;59372;Undaan
Wanga;87180;Umalulu
Binanguna;94690;Una Una
Seulayat Ulakan;25572;Ulakan Tapakih
Sifaro'asi Ulu Gawo (Sifaoroasi Ulugawo);22861;Ulugawo
Watuhadang (Watu Hadang);87180;Umalulu
Hote;97545;Waesama
Sungai Gimba Ulakan;25572;Ulakan Tapakih
Cendana;94690;Una Una
Mallusetasi;91111;Ujung
Tapakih;25572;Ulakan Tapakih
Lena;97545;Waesama
Maradesa Selatan;87283;Umbu Ratu Nggay Tengah
Ketapanglor (Ketapang Lor);61154;Ujungpangkah (Ujung Pangkah)
Watupuda (Watukuda \/ Watu Puda);87180;Umalulu
Giri Nanto;38886;Ulu Talo
Sisarahili Soroma'asi;22861;Ulugawo
Ujung Bulu;91113;Ujung
Ulakan;25572;Ulakan Tapakih
Taroada;90516;Turikale
Kavetan;94690;Una Una
Fanedanu Sibohou;22877;Ulu Idanotae
Muara Saladi;22994;Ulu Pungkut
Pohon Batu;97545;Waesama
Ujung Sabbang;91114;Ujung
Air Emas;28388;Ukui
Teluk Lancang;37561;VII Koto
Air Hitam;28388;Ukui
Turikale;90511;Turikale
Lembanya;94690;Una Una
Patahajang;22999;Ulu Pungkut
Air Hitam;39370;Ujan Mas
Simpang Banyak Jae;22999;Ulu Pungkut
Sisobahili Ulugawo;22861;Ulugawo
Badurame;62252;Turi
Bumi Sari;39370;Ujan Mas
Gatini;99061;Umagi
Getiyo;99854;Venaha
Ngemboh;61154;Ujungpangkah (Ujung Pangkah)
Topo;98842;Uwapa
Bagan Limau;28388;Ukui
Hilialo'oa;22877;Ulu Idanotae
Luangon;94690;Una Una
Bidok;24187;Ulim
Balun;62252;Turi
Simpang Banyak Julu;22999;Ulu Pungkut
Maradesa Timur;87283;Umbu Ratu Nggay Tengah
Bonto Daeng;92452;Uluere
Cugung Lalang;39370;Ujan Mas
Hargo Binangun;38886;Ulu Talo
Bukit Gajah;28388;Ukui
Simi;97545;Waesama
Pangkahkulon (Pangkah Kulon);61154;Ujungpangkah (Ujung Pangkah)
Blang Cari;24187;Ulim
Simpang Duhu Dolok;22999;Ulu Pungkut
Sambali Loku;87281;Umbu Ratu Nggay Tengah
Tanimpo;94690;Una Una
Bambang;62252;Turi
Blang Rheue;24187;Ulim
Daspeta (Daspetah);39370;Ujan Mas
Bukit Jaya;28388;Ukui
Bonto Lojong;92452;Uluere
Mekar Jaya;38886;Ulu Talo
Daspetah II;39370;Ujan Mas
Kampung Baru;28388;Ukui
Topo Jaya;98842;Uwapa
Bangunkerto (Bangun Kerto);55551;Turi
Taningkola;94690;Una Una
Cot Seutui (Cot Seutuy);24187;Ulim
Simpang Duhu Lombang;22999;Ulu Pungkut
Wangga Waiyengu;87281;Umbu Ratu Nggay Tengah
Tanjung Pude;94690;Una Una
Lubuk Kembang Bunga;28388;Ukui
Dayah Baroh;24187;Ulim
Urumusu;98842;Uwapa
Bonto Marannu;92452;Uluere
Simpang Pining;22999;Ulu Pungkut
Muara Nibung;38886;Ulu Talo
Waelikut;97545;Waesama
Tolang;22999;Ulu Pungkut
Weluk Praimemang (Weluk Prai Memang);87283;Umbu Ratu Nggay Tengah
Dayah Leubue;24187;Ulim
Una-Una;94690;Una Una
Belandang;32157;Ulu Ogan
Kalasin;73983;Uut Murung
Muara Simpur;38886;Ulu Talo
Bonto Rannu;92452;Uluere
Gunung Tiga;32157;Ulu Ogan
Anajiaka;87281;Umbu Ratu Nggay Barat
Guci;31351;Ujan Mas
Waemasing;97545;Waesama
Kelumpang;32157;Ulu Ogan
Geulanggang;24187;Ulim
Pangkahwetan (Pangkah Wetan);61154;Ujungpangkah (Ujung Pangkah)
Mendingin;32157;Ulu Ogan
Tumbang Olong I (Tumbang Olong);73983;Uut Murung
Wakai;94690;Una Una
Lawa-lawa Luo Idanotae;22877;Ulu Idanotae
Anapalu;87281;Umbu Ratu Nggay Barat
Pedataran;32157;Ulu Ogan
Meranti Jaya;39370;Ujan Mas
Waesili;97545;Waesama
Grong Grong Capa;24187;Ulim
Donokerto;55551;Turi
Tumbang Olong II;73983;Uut Murung
Sukajadi;32157;Ulu Ogan
Bonto Tallasa;92452;Uluere
Sekapuk;61154;Ujungpangkah (Ujung Pangkah)
Keude Ulim;24187;Ulim
Ulak Lebar;32157;Ulu Ogan
Muara Gula Baru;31351;Ujan Mas
Tumbang Tujang;73983;Uut Murung
Harapan;99854;Venaha
Lolozukhu;22877;Ulu Idanotae
Lhok Gajah;24187;Ulim
Air Kelincar (Air Kelinsar);31597;Ulu Musi
Bratayudha;34764;Umpu Semenguk
Gedungboyountung (Gedongboyo Untung);62252;Turi
Tumbang Tupus\/Topus;73983;Uut Murung
Batu Bidung;31597;Ulu Musi
Pagar;38886;Ulu Talo
Tanjangawan;61154;Ujungpangkah (Ujung Pangkah)
Waetawa;97545;Waesama
Mesjid Ulim Baroh;24187;Ulim
Muara Gula Lama;31351;Ujan Mas
Batu Lintang;31597;Ulu Musi
Bonto Tangnga;92452;Uluere
Silima Banua Umbunasi;22877;Ulu Idanotae
Mesjid Ulim Tunong;24187;Ulim
Galang;31597;Ulu Musi
Geger;62252;Turi
Pagar Agung;38886;Ulu Talo
Waeteba (Waetaba);97545;Waesama
Kunduran;31597;Ulu Musi
Pekalongan;39370;Ujan Mas
Meunasah Bueng;24187;Ulim
Bumi Ratu;34764;Umpu Semenguk
Daha Elu;87281;Umbu Ratu Nggay Barat
Lb. Puding Baru (Lubuk Puding Baru);31597;Ulu Musi
Balle Angin (Balleanging \/ Balleangin);92562;Ujungloe (Ujung Loe)
Bale Brang;84351;Utan
Sindrolo;22877;Ulu Idanotae
Bonebae I;94682;Ulubongka
Lb. Puding Lama (Lubuk Puding Lama);31597;Ulu Musi
Pagar Banyu;38886;Ulu Talo
Pinang Belarik;31351;Ujan Mas
Muara Betung;31597;Ulu Musi
Meunasah Krueng (Krueng);24187;Ulim
Wamsisi;97545;Waesama
Girikerto (Giri Kerto);55551;Turi
Dewa Tana;87281;Umbu Ratu Nggay Barat
Balong;92562;Ujungloe (Ujung Loe)
Muara Kalangan;31597;Ulu Musi
Gedung Batin;34764;Umpu Semenguk
Meunasah Kumbang;24187;Ulim
Pungguk Meranti;39370;Ujan Mas
Padang Tepong;31597;Ulu Musi
Sipur\/Simpur Ijang;38886;Ulu Talo
Bonebae II;94682;Ulubongka
Karangwedoro;62252;Turi
Maderi;87281;Umbu Ratu Nggay Barat
Pulau Kemang;31597;Ulu Musi
Pungguk Meringang;39370;Ujan Mas
Gedung Riang;34764;Umpu Semenguk
Meunasah Mesjid;24187;Ulim
Keben;62252;Turi
Tanjung Agung;38886;Ulu Talo
Basalale;97579;Waelata
Meunasah Pupu;24187;Ulim
Suro Bali;39370;Ujan Mas
Boneveto (Bonevoto);94682;Ulubongka
Bijawang;92562;Ujungloe (Ujung Loe)
Jorok;84351;Utan
Suro Baru;39370;Ujan Mas
Mata Waikajawi;87281;Umbu Ratu Nggay Barat
Gistang;34764;Umpu Semenguk
Kemlagigede;62252;Turi
Nangrhoe Timu (Nanggroe Timur);24187;Ulim
Dava;97579;Waelata
Suro Ilir;39370;Ujan Mas
Batu Gajah;22765;Ulu Sosa
Negeri Baru;34764;Umpu Semenguk
Dannuang;92562;Ujungloe (Ujung Loe)
Pondok;87281;Umbu Ratu Nggay Barat
Simpang Perigi;31597;Ulu Musi
Kemlagilor (Kemlaggi Lor);62252;Turi
Nangrhou Barat;24187;Ulim
Bongka Makmur;94682;Ulubongka
Suro Lembak;39370;Ujan Mas
Talang Bengkulu (Teluk Bengkulu);31597;Ulu Musi
Memes;99854;Venaha
Garanta;92562;Ujungloe (Ujung Loe)
Tanjung Agung;31597;Ulu Musi
Kepudibener;62252;Turi
Negeri Batin;34764;Umpu Semenguk
Praimadeta;87281;Umbu Ratu Nggay Barat
Suro Muncar;39370;Ujan Mas
Bukit Tinggi;22862;Ulu Moro'o (Ulu Narwo)
Bonan Dolok;22765;Ulu Sosa
Lonrong;92562;Ujungloe (Ujung Loe)
Bongkakoy (Bongka Koy \/ Koi);94682;Ulubongka
Hilibadalu;22862;Ulu Moro'o (Ulu Narwo)
Pantang Cot Baloi;24187;Ulim
Ngujungrejo;62252;Turi
Mopio;99854;Venaha
Hilisangawola;22862;Ulu Moro'o (Ulu Narwo)
Umbu Jodu;87281;Umbu Ratu Nggay Barat
Tanjung Alam;39370;Ujan Mas
Ureifaisei III\/ Paradoi;98663;Urei Faisei
Negeri Bumi Putra;34764;Umpu Semenguk
Pomahanjanggan (Pomahan Janggan);62252;Turi
Tanjung Raman;31351;Ujan Mas
Lawelu;22862;Ulu Moro'o (Ulu Narwo)
Deboway \/ Debowae;97579;Waelata
Ujan Mas Atas;39370;Ujan Mas
Saloo;22862;Ulu Moro'o (Ulu Narwo)
Putatkumpul;62252;Turi
Pies (Piyes);99854;Venaha
Ujan Mas Baru;31351;Ujan Mas
Urfas II (Ureifasei Dua \/ II);98663;Urei Faisei
Ojo Lali (Ojolali);34764;Umpu Semenguk
Sukoanyar;62252;Turi
Usaiwa;98663;Urei Faisei
Manjalling;92562;Ujungloe (Ujung Loe)
Parbulu;97579;Waelata
Belaban Tujuh;78877;Tumbang Titi
Air Tenam Dalam;38573;Ulu Manna
Ujan Mas Bawah;39370;Ujan Mas
Sahapikia (Sahapikya);99854;Venaha
Pulo Lhok;24187;Ulim
Embong;39268;Uram Jaya
Ujan Mas Lama;31351;Ujan Mas
Labuhan Bajo (Labuan Bajo);84351;Utan
Panca Negeri;34764;Umpu Semenguk
Embong I;39268;Uram Jaya
Manyampa;92562;Ujungloe (Ujung Loe)
Pulo Ulim;24187;Ulim
Sukorejo;62252;Turi
Reuleut;24187;Ulim
Waehata;97579;Waelata
Kota Agung;39268;Uram Jaya
Beringin Rayo;78877;Tumbang Titi
Motong;84351;Utan
Waeleman;97579;Waelata
Ulak Bandung;31351;Ujan Mas
Sambungan Baro (Sambongan Baro);24187;Ulim
Kota Baru;39268;Uram Jaya
Paccaramengang;92562;Ujungloe (Ujung Loe)
Orong Bawa;84351;Utan
Rambang Jaya;34764;Umpu Semenguk
Gurin;99061;Umagi
Gunung Tua;22765;Ulu Sosa
Tambakploso;62252;Turi
Mino;99061;Umagi
Waelo;97579;Waelata
Siblah Coh;24187;Ulim
Bunaopa;98794;Ugimba
Pukat;84351;Utan
Nambu;99061;Umagi
Jelayan;78877;Tumbang Titi
Tawangrejo;62252;Turi
Nolopur;99061;Umagi
Dukendopa;98794;Ugimba
Pagongga;99061;Umagi
Umbu Kawolu;87281;Umbu Ratu Nggay Barat
Sidoarjo;34764;Umpu Semenguk
Piriluk;99061;Umagi
Tanjong Ulim;24187;Ulim
Sebedo (Sabedo);84351;Utan
Jungkal;78877;Tumbang Titi
Aek Gerger Sidodadi;21187;Ujung Padang
Sien;99854;Venaha
Tijien Daboh (Tijin Daboh);24187;Ulim
Nggamagae;98794;Ugimba
Tijien Husen (Tijin Husen);24187;Ulim
Popaga;99061;Umagi
Borneang;94682;Ulubongka
Turi;62252;Turi
Handio;22765;Ulu Sosa
Bangun Sordang;21187;Ujung Padang
Padang Loang;92562;Ujungloe (Ujung Loe)
Sriwijaya;34764;Umpu Semenguk
Umbu Langang;87281;Umbu Ratu Nggay Barat
Pigabu;98794;Ugimba
Baidub;99635;Ulilin
Banjar Hulu;21187;Ujung Padang
Yibin;99854;Venaha
Dusun Ulu;21187;Ujung Padang
Cempa;94682;Ulubongka
Ambukha;22873;Umbunasi
Stowe Brang;84351;Utan
Kalimas Baru;78877;Tumbang Titi
Belbeland;99635;Ulilin
Wangunrejo;62252;Turi
Hapung;22765;Ulu Sosa
Kasiala;94682;Ulubongka
Salemba;92562;Ujungloe (Ujung Loe)
Umbu Mamijuk;87281;Umbu Ratu Nggay Barat
Balohili Mola;22873;Umbunasi
Teteopa;98794;Ugimba
Tengah;84351;Utan
Wonokerto (Wono Kerto);55551;Turi
Marowo;94682;Ulubongka
Kafyamke;99635;Ulilin
Ugimba;98794;Ugimba
Huta Parik;21187;Ujung Padang
Umbu Pabal;87281;Umbu Ratu Nggay Barat
Sisarahili Ewo;22877;Ulu Idanotae
Mahawa;78877;Tumbang Titi
Kampung Lalang;21187;Ujung Padang
Gedok Kulon (Gedog Kulon);65175;Turen
Foikhugaga;22873;Umbunasi
Amaroa;93466;Uepai
Kandrakay (Kandrakai);99635;Ulilin
Umagi;99061;Umagi
Nanga Kelampai;78877;Tumbang Titi
Hapung Torop;22765;Ulu Sosa
Sisiwa Ewali;22877;Ulu Idanotae
Pagar Bosi;21187;Ujung Padang
Gedok Wetan (Gedog Wetan);65175;Turen
Ameroro;93466;Uepai
Pulo Pitu Marihat;21187;Ujung Padang
Natai Panjang;78877;Tumbang Titi
Umbu Pabal Selatan;87281;Umbu Ratu Nggay Barat
Warna;99061;Umagi
Jeru;65175;Turen
Kindiki;99635;Ulilin
Mire;94682;Ulubongka
Yaleme;99061;Umagi
Anggawo;93466;Uepai
Abutpuk;99524;Usilimo
Harang Jae;22765;Ulu Sosa
Seppang;92562;Ujungloe (Ujung Loe)
Yali;99061;Umagi
Kir Ely (Kireli);99635;Ulilin
Anggopiu;93466;Uepai
Amandraya (Amandraya Ulususua);22866;Ulususua
Kedok;65175;Turen
Hilibadalu;22873;Umbunasi
Rawa Masin;21187;Ujung Padang
Pemuatan Jaya;78877;Tumbang Titi
Wairasa;87281;Umbu Ratu Nggay Barat
Gunung Padang Alai;25575;V Koto Timur
Lubuk Kembang Sari;28388;Ukui
Tammatto (Tamatto);92562;Ujungloe (Ujung Loe)
Alona;99524;Usilimo
Foikhu Fondrako;22866;Ulususua
Air Abang;35387;Ulu Belu (Ulubelu)
Baruga;93466;Uepai
Riah Na Poso;21187;Ujung Padang
Hiliuso;22873;Umbunasi
Kemulan;65175;Turen
Silikuan Hulu;28388;Ukui
Cibuluh;45383;Ujungjaya
Paranonge;94682;Ulubongka
Pengatapan Raya;78877;Tumbang Titi
Fondrakoraya;22866;Ulususua
Datarajan;35387;Ulu Belu (Ulubelu)
Humboto;93466;Uepai
Rompi;94682;Ulubongka
Sayur Matinggi;21187;Ujung Padang
Pagedangan;65175;Turen
Gunung Sari;35387;Ulu Belu (Ulubelu)
Sei Merbau;21187;Ujung Padang
Kasaeda;93466;Uepai
Gunung Tiga (Gunungtiga);35387;Ulu Belu (Ulubelu)
Siringan Ringan;21187;Ujung Padang
Petebang Jaya;78877;Tumbang Titi
Takibangke;94682;Ulubongka
Sordang Baru;21187;Ujung Padang
Sanankerto;65175;Turen
Karang Rejo (Karangrejo);35387;Ulu Belu (Ulubelu)
Hilinifaoso;22866;Ulususua
Langgomea;93466;Uepai
Kumaaf;99635;Ulilin
Sordang Bolon;21187;Ujung Padang
Lawindra;22873;Umbunasi
Cipelang;45383;Ujungjaya
Tri Mulya Jaya;28388;Ukui
Segar Wangi;78877;Tumbang Titi
Tampanombo;94682;Ulubongka
Harang Julu;22765;Ulu Sosa
Matahoalu;93466;Uepai
Tobamau (Tobamawu);94682;Ulubongka
Lenang;87283;Umbu Ratu Nggay
Sananrejo;65175;Turen
Mandekman;99635;Ulilin
Keboncau (Kebon Cau);45383;Ujungjaya
Olo-Oloho (Alo-Oloho);93466;Uepai
Kudu Gantiang;25575;V Koto Timur
Uekambuno;94682;Ulubongka
Sengkaharak;78877;Tumbang Titi
Tanjung Rapuan;21187;Ujung Padang
Sawahan;65175;Turen
Orahili Mola;22873;Umbunasi
Panggulawu;93466;Uepai
Fikha;99524;Usilimo
Kudu Gantiang Barat;25575;V Koto Timur
Puuroda Jaya;93466;Uepai
Hiliwosi;22866;Ulususua
Sedayu;65175;Turen
Orlin;22873;Umbunasi
Horuon (Horuan);22765;Ulu Sosa
Sepauhan Raya (Sepauhan Jaya);78877;Tumbang Titi
Ukui I (Satu);28388;Ukui
Uematopa;94682;Ulubongka
Nggayu;99635;Ulilin
Rawua;93466;Uepai
Taratak Nagodang;21187;Ujung Padang
Gua Wisata;99524;Usilimo
Limau Puruik;25575;V Koto Timur
Kudangwangi;45383;Ujungjaya
Rawahayu;99635;Ulilin
Teluk Lapian (Teluk Tapian);21187;Ujung Padang
Isaiman;99524;Usilimo
Ukui II (Dua);28388;Ukui
Tinjoan;21187;Ujung Padang
Sifaoro'asi Mola (Sifaoroasi Mola);22873;Umbunasi
Amisangi;99717;Ukha
Lenang Selatan;87283;Umbu Ratu Nggay
Campago;25552;V Koto Kampung Dalam
Selil;99635;Ulilin
Talangsuko;65175;Turen
Watusongu;94682;Ulubongka
Tamesandi;93466;Uepai
Ujung Padang;21187;Ujung Padang
Sepuring Indah;78877;Tumbang Titi
Mbilur Pangadu;87283;Umbu Ratu Nggay
Palabuan;45383;Ujungjaya
Ceurih;23117;Ulee Kareng
Lahusa Susua;22866;Ulususua
Tobualo;22873;Umbunasi
Talok;65175;Turen
Mandian;22765;Ulu Sosa
Doi\/Doy;23117;Ulee Kareng
Tanggondipo (Tanggodipo);93466;Uepai
Dolok Nagodang;22385;Uluan
Ngadu Bolu;87283;Umbu Ratu Nggay
Serengkah;78877;Tumbang Titi
Ie Masen Ulee Kareng (Iemasen Ulee Kareng);23117;Ulee Kareng
Eki;99717;Ukha
Umbunasi;22873;Umbunasi
Bentengnge;92511;Ujung Bulu
Muara Dua Ulu Belu;35387;Ulu Belu (Ulubelu)
Orahili Fondrako;22866;Ulususua
Meagamia;99524;Usilimo
Palasari;45383;Ujungjaya
Kuleken;99717;Ukha
Tanggung;65175;Turen
Bintarore;92514;Ujung Bulu
Parapat;22765;Ulu Sosa
Ilie;23119;Ulee Kareng
Siba;99524;Usilimo
Tawamelewe;93466;Uepai
Lambhuk;23118;Ulee Kareng
Orudua Sibohou (Orudu Sibohou);22866;Ulususua
Serengkah Kanan;78877;Tumbang Titi
Jangkat;31669;Ulu Rawas
Sakurjaya;45383;Ujungjaya
Undulumo;99524;Usilimo
Caile;92517;Ujung Bulu
Tawarotebota;93466;Uepai
Ngadu Olu;87283;Umbu Ratu Nggay
Tawangrejeni;65175;Turen
Ela-Ela;92511;Ujung Bulu
Suka Damai;78877;Tumbang Titi
Uepai;93466;Uepai
Sukamulya;45383;Ujungjaya
Ramba-Ramba;22866;Ulususua
Kalumeme;92518;Ujung Bulu
Tumpukrenteng;65175;Turen
Lua;99717;Ukha
Ahilulu (Ahilolu);93575;Ueesi
Sifaoroasi;22866;Ulususua
Tanjung Beulang;78877;Tumbang Titi
Ujungjaya;45383;Ujungjaya
Kasimpureng;92511;Ujung Bulu
Turen;65175;Turen
Cigending;40611;Ujungberung (Ujung Berung)
L O K A (Loka);92511;Ujung Bulu
Tanjung Maloi;78877;Tumbang Titi
Tanah Kongkong;92513;Ujung Bulu
Undaan;65175;Turen
Titi Baru;78877;Tumbang Titi
Musanarek;99717;Ukha
Terang-Terang;92511;Ujung Bulu
Bonto Mate'ne (Bontomatene);92313;Turatea
Alaaha;93575;Ueesi
Sisarahili Susua;22866;Ulususua
Siolorema;99717;Ukha
Bululoe;92313;Turatea
Konawendepiha;93575;Ueesi
Tumbang Titi;78877;Tumbang Titi
Bungungloe;92313;Turatea
Gunung Manaon Ujung Batu;22746;Ujung Batu
Likuwalanapo;93575;Ueesi
Susua;22866;Ulususua
Bago;66218;Tulungagung
Bandar Agung;38573;Ulu Manna
Huta Raja;22746;Ujung Batu
Pasanggrahan;40617;Ujungberung (Ujung Berung)
Ukha;99717;Ukha
Dolok Saribu Janji Matogu;22385;Uluan
Jambu Tonang;22746;Ujung Batu
Campago Barat;25552;V Koto Kampung Dalam
Gadingrejo;68166;Umbulsari
Porabua;93575;Ueesi
Ngarip;35387;Ulu Belu (Ulubelu)
Jombe;92313;Turatea
Walialema;99717;Ukha
Botoran;66213;Tulungagung
Campago Selatan;25552;V Koto Kampung Dalam
Pasir Endah;40619;Ujungberung (Ujung Berung)
Puurau;93575;Ueesi
Kayuloe Barat;92312;Turatea
Silui;93575;Ueesi
Pagar Alam Ulu Belu (Pagaralam Ulubelu);35387;Ulu Belu (Ulubelu)
Lamglumpang;23117;Ulee Kareng
Dolok Saribu Lumban Nabolon;22385;Uluan
Usilimo;99524;Usilimo
Batu Kuning;38573;Ulu Manna
Padira Tana;87283;Umbu Ratu Nggay
Gunungsari;68166;Umbulsari
Lamteh;23118;Ulee Kareng
Labuhan Jurung;22746;Ujung Batu
Praikoruku Jangga (Prai Koruku Jangga);87283;Umbu Ratu Nggay
Penantian Ulubelu;35387;Ulu Belu (Ulubelu)
Wenapuk;99717;Ukha
Pango Deah;23119;Ulee Kareng
Pango Raya;23119;Ulee Kareng
Mundurejo;68166;Umbulsari
Mananti;22746;Ujung Batu
Batu Panco;38573;Ulu Manna
Lumban Binanga;22385;Uluan
Soru;87283;Umbu Ratu Nggay
Manare Tua;22746;Ujung Batu
Petay Kayu;35387;Ulu Belu (Ulubelu)
Cani Sirenreng;92762;Ulaweng
Yelepunu;99717;Ukha
Rejo Sari (Rejosari);35387;Ulu Belu (Ulubelu)
Kuto Tanjung;31669;Ulu Rawas
Wosiala;99524;Usilimo
Kayu Ajaran;38573;Ulu Manna
Lumban Holbung;22385;Uluan
