kecamatan;kabupaten
Sape;Bima
Pagaleme;Puncak Jaya
Rimbo Bujang;Tebo
Punduh Pidada;Pesawaran
Ranto Baek;Mandailing Natal
Pulau Lakor;Maluku Barat Daya
Sakti;Pidie
Pasangkayu;Pasangkayu (Mamuju Utara)
Rimbo Ilir;Tebo
Sapeken;Sumenep
Pasar Jambi;Jambi
Pulau Laut;Natuna
Pagar Alam Selatan;Pagar Alam
Punggelan;Banjarnegara
Rimbo Pengadang;Lebong
Pemulutan Barat;Ogan Ilir
Poleang Barat;Bombana
Ranuyoso;Lumajang
Rimbo Tengah;Bungo
Rao;Pasaman
Pasar Kemis;Tangerang
Pulau Laut Barat (Pulaulaut Barat);Kotabaru
Rimbo Ulu;Tebo
Pagar Alam Utara;Pagar Alam
Pulau Laut Kepulauan (Pulaulaut Kepulauan);Kotabaru
Pemulutan Selatan;Ogan Ilir
Rao Selatan;Pasaman
Saptosari (Sapto Sari);Gunungkidul
Pagar Dewa;Lampung Barat
Ndona Timur;Ende
Rindi;Sumba Timur
Pungging;Mojokerto
Rao Utara;Pasaman
Rindingallo;Toraja Utara
Poleang Selatan;Bombana
Pacet;Bandung
Rappocini;Makassar
Salahutu;Maluku Tengah
Pulau Laut Selatan (Pulaulaut Selatan);Kotabaru
Penajam;Penajam Paser Utara
Pagar Dewa;Tulang Bawang Barat
Punggur;Lampung Tengah
Pisugi;Jayawijaya
Proppo;Pamekasan
Sapuran;Wonosobo
Ringinarum;Kendal
Raren Batuah;Barito Timur
Poleang Tengah;Bombana
Pulau Laut Tanjung Selayar;Kotabaru
Ndori;Ende
Punung;Pacitan
Pitu;Ngawi
Penanggalan;Subulussalam
Saradan;Madiun
Pagar Gunung;Lahat
Ringinrejo;Kediri
Pupuan;Tabanan
Pacet;Cianjur
Rinhat;Malaka
Sarang;Rembang
Penarik;Muko Muko
Pitu Riase;Sidenreng Rappang
Purabaya;Sukabumi
Rarowatu;Bombana
Paciran;Lamongan
Pulau Laut Tengah (Pulaulaut Tengah);Kotabaru
Sario;Manado
Pseksu;Lahat
Poleang Tenggara;Bombana
Rio Pakava;Donggala
Pacitan;Pacitan
Rarowatu Utara;Bombana
Purba;Simalungun
Pitu Riawa;Sidenreng Rappang
Rasanae Barat;Bima
Sarirejo;Lamongan
Risei Sayati;Waropen
Pilangkenceng;Madiun
Salak;Pakpak Bharat
Penawangan;Grobogan
Pulau Laut Timur (Pulaulaut Timur);Kotabaru
Pubian;Lampung Tengah
Poleang Timur;Bombana
Riung;Ngada
Rasanae Timur;Bima
Pinang (Penang);Tangerang
Riung Barat;Ngada
Salam;Magelang
Ndoso;Manggarai Barat
Pulau Laut Utara (Pulaulaut Utara);Kotabaru
Salam Babaris;Tapin
Pucakwangi;Pati
Padaherang;Pangandaran
Robatal;Sampang
Poleang Utara;Bombana
Rasau Jaya;Kubu Raya
Rogojampi;Banyuwangi
Salaman;Magelang
Pitumpanua;Wajo
Purba Tua (Purbatua);Tapanuli Utara
Polen;Timor Tengah Selatan
Pulau Leti (Letti Moa Lakor);Maluku Barat Daya
Penawar Aji;Tulang Bawang
Pinang Belapis;Lebong
Salang;Simeulue
Rokan IV Koto;Rokan Hulu
Rasiei;Teluk Wondama
Negara;Jembrana
Sariwangi;Tasikmalaya
Pituruh;Purworejo
Pucanglaban;Tulungagung
Padaido;Biak Numfor
Salapian;Langkat
Pulau Makian;Halmahera Selatan
Ratahan;Minahasa Tenggara
Purbalingga;Purbalingga
Penawar Tama;Tulang Bawang
Rongga;Bandung Barat
Pinang Raya;Bengkulu Utara
Polewali;Polewali Mandar
Negara Batin;Way Kanan
Ratahan Timur;Minahasa Tenggara
Salatiga;Sambas
Padakembang;Tasikmalaya
Sarjo;Pasangkayu (Mamuju Utara)
Pucuk;Lamongan
Purbaratu;Tasikmalaya
Pendalian IV Koto;Rokan Hulu
Sarmi;Sarmi
Negeri Agung;Way Kanan
Sarmi Selatan;Sarmi
Pinangsori;Tapanuli Tengah
Poli Polia;Kolaka Timur
Pagar Jati;Bengkulu Tengah
Salawati;Sorong
Padalarang;Bandung Barat
Piyaiye;Dogiyai
Ratatotok;Minahasa Tenggara
Sarmi Timur;Sarmi
Pucuk Rantau;Kuantan Singingi
Ronggur Nihuta;Samosir
Salawati Barat;Raja Ampat
Pulau Malan;Katingan
Polinggona;Kolaka
Pendopo;Empat Lawang
Rongkong (Limbong);Luwu Utara
Sarolangun;Sarolangun
Pineleng;Minahasa
Negeri Besar;Way Kanan
Pollung;Humbang Hasundutan
Piyungan;Bantul
Pagar Merbau;Deli Serdang
Pendopo Barat;Empat Lawang
Pulau Masela;Maluku Barat Daya
Saronggi;Sumenep
Ratolindo;Tojo Una Una
Negeri Katon;Pesawaran
Rongkop;Gunungkidul
Polokarto;Sukoharjo
Pinembani (Panembani);Donggala
Salawati Selatan;Sorong
Penebel;Tabanan
Sarudik;Tapanuli Tengah
Neglasari;Tangerang
Roon;Teluk Wondama
Pudak;Ponorogo
Polongbangkeng Selatan (Polombangkeng);Takalar
Penengahan;Lampung Selatan
Pulau Maya (Pulau Maya Karimata);Kayong Utara
Ratu Agung;Bengkulu
Salawati Tengah;Raja Ampat
Sarudu;Pasangkayu (Mamuju Utara)
Ropang;Sumbawa
Pagaran;Tapanuli Utara
Padamara;Purbalingga
Salawati Tengah;Sorong
Ratu Samban;Bengkulu
Pulau Panggung;Tanggamus
Polongbangkeng Timur;Takalar
Puding Besar;Bangka
Roswar;Teluk Wondama
Salawati Utara;Raja Ampat
Pagaran Tapah Darussalam;Rokan Hulu
Plaju;Palembang
Sasak Ranah Pasisie (Pesisir, Pasisir, Pesisie);Pasaman Barat
Salawu;Tasikmalaya
Pagindar;Pakpak Bharat
Raveni Rara (Ravenirara);Jayapura
Sale;Rembang
Rote Barat;Rote Ndao
Pugaan;Tabalong
Pulau Panjang;Seram Bagian Timur
Rawa Jitu Selatan (Rawajitu Selatan);Tulang Bawang
Plakat Tinggi (Pelakat Tinggi);Musi Banyuasin
Rote Barat Daya;Rote Ndao
Sasitamean;Malaka
Salem;Brebes
Pagu;Kediri
Satar Mese;Manggarai
Pulau Panjang;Natuna
Polongbangkeng Utara (Polombangkeng);Takalar
Rote Barat Laut;Rote Ndao
Satar Mese Barat;Manggarai
Plampang;Sumbawa
Satar Mese Utara;Manggarai
Rote Selatan;Rote Ndao
Salibabu;Kepulauan Talaud
Paguat;Pahuwato
Pomalaa;Kolaka
Plandaan;Jombang
Satui;Tanah Bumbu
Salimpaung (Salimpauang);Tanah Datar
Pulau Petak;Kapuas
Poncokusumo;Malang
Saling;Empat Lawang
Rote Tengah;Rote Ndao
Sausapor;Tambrauw
Paguyaman;Boalemo
Salkma;Sorong Selatan
Plantungan;Kendal
Sausu;Parigi Moutong
Rote Timur;Rote Ndao
Sawa;Konawe Utara
Pulau Pisang (Pulaupisang);Pesisir Barat
Salo;Kampar
Routa;Konawe
Sawa Erma;Asmat
Poncol;Magetan
Paguyaman Pantai;Boalemo
Sawah Besar;Jakarta Pusat
Plaosan;Magetan
Sawahan;Madiun
Pulau Punjung;Dharmasraya
Poncowarno;Kebumen
Rowokangkung;Lumajang
Sawahan;Nganjuk
Playen;Gunungkidul
Pondidaha;Konawe
Rowokele;Kebumen
Sawahan;Surabaya
Sawai;Mamberamo Raya
Pulau Pura;Alor
Pondok Aren;Tangerang Selatan
Rowosari;Kendal
Sawan;Buleleng
Rubaru;Sumenep
Pondok Kelapa;Bengkulu Tengah
Sawang;Aceh Selatan
Pulau Rakyat;Asahan
Salomekko;Bone
Paguyangan;Brebes
Rufaer;Mamberamo Raya
Pengabuan;Tanjung Jabung Barat
Pulau Rao;Pulau Morotai
Pengadegan;Purbalingga
Plemahan;Kediri
Pengandonan;Ogan Komering Ulu
Rumbai (Rumbai Pesisir);Pekanbaru
Pondok Kubang;Bengkulu Tengah
Pahae Jae;Tapanuli Utara
Sawang;Aceh Utara
Rumbai Barat;Pekanbaru
Nekamese;Kupang
Salopa;Tasikmalaya
Pulau Rimau;Banyuasin
Saluputi (Saluputti);Tana Toraja
Padang;Lumajang
Pagedangan;Tangerang
Sawangan;Depok
Puger;Jember
Pengaron (Pengarom);Banjar
Pondok Suguh;Muko Muko
Rawa Jitu Timur (Rawajitu Timur);Tulang Bawang
Plered;Cirebon
Nelawi;Tolikara
Sawangan;Magelang
Pagedongan;Banjarnegara
Pahae Julu;Tapanuli Utara
Padang Barat;Padang
Rawa Jitu Utara;Mesuji
Pondok Tinggi;Sungai Penuh
Rumbai Timur;Pekanbaru
Sawerigadi;Muna Barat
Pugo Dagi;Paniai
Pulau Sebuku (Pulausebuku);Kotabaru
Samadua (Sama Dua);Aceh Selatan
Pagelaran;Pandeglang
Rumberpon;Teluk Wondama
Rumbia;Jeneponto
Pulau Seluan;Natuna
Rumbia;Bombana
Rawa Pitu;Tulang Bawang
Pulau Sembilan;Sinjai
Sawiat;Sorong Selatan
Samalanga;Bireuen
Pugung;Tanggamus
Pengasih;Kulon Progo
Samalantan;Bengkayang
Rawalo;Banyumas
Sawit;Boyolali
Nelle (Maumerei);Sikka
Plered;Purwakarta
Pagelaran;Cianjur
Samarang;Garut
Pengkadan (Batu Datu);Kapuas Hulu
Pahandut;Palangkaraya
Puhpelem;Wonogiri
Sawit Seberang;Langkat
Rumbia;Lampung Tengah
Padang Batung;Hulu Sungai Selatan
Rawalumbu;Bekasi
Pleret;Bantul
Pinggir;Bengkalis
Rumbia Tengah;Bombana
Rawamerta;Karawang
Pulau Sembilan (Pulausembilan);Kotabaru
Samarinda Ilir;Samarinda
Pujananting;Barru
Neney;Manokwari Selatan
Pahunga Lodu;Sumba Timur
Purbolinggo;Lampung Timur
Rawang Panca Arga;Asahan
Sawo;Nias Utara
Rumbio Jaya;Kampar
Samarinda Kota;Samarinda
Peninjauan;Ogan Komering Ulu
Pondokgede (Pondok Gede);Bekasi
Pujer;Bondowoso
Samarinda Seberang;Samarinda
Padang Bolak;Padang Lawas Utara
Ploso;Jombang
Sawoo;Ponorogo
Penjaringan;Jakarta Utara
Pulau Ternate;Ternate
Pureman;Alor
Rawas Ilir;Musi Rawas Utara
Padang Bolak Julu;Padang Lawas Utara
Paiton;Probolinggo
Pondokmelati (Pondok Melati);Bekasi
Pagelaran;Malang
Rawas Ulu;Musi Rawas Utara
Sayan;Melawi
Puri;Mojokerto
Pujon;Malang
Rumpin;Bogor
Penrang;Wajo
Raya;Simalungun
Plosoklaten;Kediri
Nenggeagin;Nduga
Pagelaran;Pringsewu
Pajangan;Bantul
Pujud;Rokan Hilir
Padang Bolak Tenggara;Padang Lawas Utara
Rundeng;Subulussalam
Pondoksalam;Purwakarta
Penukal;Penukal Abab Lematang Ilir
Pulau Tiga;Natuna
Sayosa;Sorong
Ngabang;Landak
Raya Kahean;Simalungun
Plumbon;Cirebon
Puriala;Konawe
Pasar Kliwon;Surakarta
Pagelaran Utara;Pringsewu
Sayosa Timur;Sorong
Reban;Batang
Padang Cermin;Pesawaran
Pujungan;Malinau
Pajar Bulan;Lahat
Pulau Tiga;Asmat
Ponelo Kepulauan;Gorontalo Utara
Plumpang;Tuban
Rebang Tangkas;Way Kanan
Pajo;Dompu
Pining (Pinding);Gayo Lues
Pulau Tiga Barat;Natuna
Pujut;Lombok Tengah
Regol;Bandung
Pino;Bengkulu Selatan
Ponggok;Blitar
Plupuh;Sragen
Puring;Kebumen
Paju Epat;Barito Timur
Rejoso;Nganjuk
Ponjong;Gunungkidul
Rungan;Gunung Mas
Pulau Banyak;Aceh Singkil
Ponorogo;Ponorogo
Penukal Utara;Penukal Abab Lematang Ilir
Ponrang;Luwu
Puring Kencana;Kapuas Hulu
Pulau Wetang;Maluku Barat Daya
Ponrang Selatan;Luwu
Ngablak;Magelang
Poasia;Kendari
Purwadadi;Ciamis
Pasar Manna;Bengkulu Selatan
Rungan Barat;Gunung Mas
Purwadadi;Subang
Pusakanagara;Subang
Pajukukang;Bantaeng
Penyinggahan;Kutai Barat
Siantar Marihat;Pematangsiantar
Rungan Hulu;Gunung Mas
Padang Ganting;Tanah Datar
Sei Rampah;Serdang Bedagai
Rungkut;Surabaya
Purwaharja;Banjar
Ngadiluwih;Kediri
Sampaga;Mamuju
Purwakarta;Cilegon
Pulau Yerui;Kepulauan Yapen
Pepera;Pegunungan Bintang
Ponre;Bone
Runjung Agung;Ogan Komering Ulu Selatan
Perak;Jombang
Sayung;Demak
Pasar Minggu;Jakarta Selatan
Purwakarta;Purwakarta
Sayur Matinggi;Tapanuli Selatan
Peranap;Indragiri Hulu
Poga;Lanny Jaya
Sei Suka;Batu Bara
Sebangau Kuala;Pulang Pisau
Siantar Marimbun;Pematangsiantar
Sebangki;Landak
Rupat;Bengkalis
Pusako;Siak
Pulau-Pulau Aru;Kepulauan Aru
Sei Tualang Raso;Tanjung Balai
Rupat Utara;Bengkalis
Pontang;Serang
Pakal;Surabaya
Purwanegara (Purwonegoro);Banjarnegara
Rupit;Musi Rawas Utara
Sebatik;Nunukan
Siantar Martoba;Pematangsiantar
Pulau-pulau Babar Timur;Maluku Barat Daya
Padang Gelugur;Pasaman
Pontianak Barat;Pontianak
Pusomaen;Minahasa Tenggara
Rusip Antara;Aceh Tengah
Sampanahan;Kotabaru
Pogalan;Trenggalek
Sejangkung;Sambas
Sebatik Barat;Nunukan
Sampang;Sampang
Ngadirejo;Temanggung
Purwantoro;Wonogiri
Siantar Narumonda;Toba
Pontianak Kota;Pontianak
Perbaungan;Serdang Bedagai
Puspahiang;Tasikmalaya
Sebatik Tengah;Nunukan
Pulau-Pulau Batu;Nias Selatan
Pasar Muaro Bungo (Pasar Muara Bungo);Bungo
Sekadau Hilir;Sekadau
Ruteng;Manggarai
Pasar Rebo;Jakarta Timur
Sampang;Cilacap
Purwasari;Karawang
Padang Guci Hilir;Kaur
Siantar Selatan;Pematangsiantar
Pasaribu Tobing;Tapanuli Tengah
Puspo;Pasuruan
Pontianak Selatan;Pontianak
Sampara;Konawe
Pasarwajo (Pasar Wajo);Buton
Sebatik Timur;Nunukan
Sekadau Hulu;Sekadau
Sebatik Utara;Nunukan
Siantar Sitalasari;Pematangsiantar
Sebawi;Sambas
Sekampung;Lampung Timur
Seberang Kota;Tanjung Jabung Barat
Puteri Betung (Putri Betung);Gayo Lues
Padang Guci Hulu;Kaur
Siantar Timur;Pematangsiantar
Pasawahan;Kuningan
Sekampung Udik;Lampung Timur
Sampoi Niet (Sampoiniet);Aceh Jaya
Purwoasri;Kediri
Seberang Musi;Kepahiang
Seberang Ulu Dua (Seberang Ulu II);Palembang
Semarang Utara;Semarang
Sihapas Barumun;Padang Lawas
Purwodadi;Grobogan
Seberang Ulu Satu (Seberang Ulu I);Palembang
Putra Rumbia;Lampung Tengah
Sragi;Pekalongan
Siantar Utara;Pematangsiantar
Sragi;Lampung Selatan
Sekar;Bojonegoro
Sijamapolang (Sijama Polang);Humbang Hasundutan
Sampolawa;Buton Selatan
Randublatung;Blora
Siatas Barita;Tapanuli Utara
Sekaran;Lamongan
Srandakan;Bantul
Sampung;Ponorogo
Sijuk;Belitung
Samudera;Aceh Utara
Srengat;Blitar
Siau Barat;Kepulauan Siau Tagulandang Biaro (Sitaro)
Sematangborang (Sematang Borang);Palembang
Sekarbela;Mataram
Sijunjung;Sijunjung
Sanaman Mantikei (Senamang Mantikei);Katingan
Sreseh;Sampang
Putri Hijau;Bengkulu Utara
Sa'dan;Toraja Utara
Srono;Banyuwangi
Siau Barat Selatan;Kepulauan Siau Tagulandang Biaro (Sitaro)
Poganeri;Tolikara
Sikakap;Kepulauan Mentawai
Putussibau Selatan;Kapuas Hulu
Srumbung;Magelang
Siau Barat Utara;Kepulauan Siau Tagulandang Biaro (Sitaro)
Sikap Dalam;Empat Lawang
Sanana;Kepulauan Sula
Sematu Jaya;Lamandau
Putussibau Utara;Kapuas Hulu
Sruweng;Kebumen
Siau Tengah;Kepulauan Siau Tagulandang Biaro (Sitaro)
Sikur;Lombok Timur
Sanana Utara;Kepulauan Sula
Randudongkal;Pemalang
Siau Timur;Kepulauan Siau Tagulandang Biaro (Sitaro)
Semau;Kupang
Puuwatu;Kendari
Stabat;Langkat
Sanankulon (Sanan Kulon);Blitar
Silaen;Toba
Sananwetan (Sanan Wetan);Blitar
STL Ulu Terawas (Suku Tengah Lakitan Ulu Terawas);Musi Rawas
Pulau-Pulau Batu Barat;Nias Selatan
Ra'as (Raas);Sumenep
Rangkasbitung;Lebak
Sabak Auh;Siak
Sandai;Ketapang
Semau Selatan;Kupang
Pakantan;Mandailing Natal
Sandaran;Kutai Timur
STM Hilir (Sinembah Tanjung Muda Hilir);Deli Serdang
Pogoma;Puncak
Raba;Bima
Purwodadi;Purworejo
Pulau-Pulau Batu Timur;Nias Selatan
Silahisabungan (Silahi Sabungan);Dairi
Sanden;Bantul
Samarinda Ulu;Samarinda
Sembakung;Nunukan
Rahong Utara;Manggarai
Seberuang;Kapuas Hulu
Rangkui;Pangkal Pinang
Siau Timur Selatan;Kepulauan Siau Tagulandang Biaro (Sitaro)
Sabangau (Sebangau);Palangkaraya
Sandubaya (Sandujaya);Mataram
STM Hulu (Sinembah Tanjung Muda Hulu);Deli Serdang
Purwodadi;Pasuruan
Sekatak;Bulungan
Sembakung Atulai;Nunukan
Samarinda Utara;Samarinda
Sang Tombolang;Bolaang Mongondow
Silangkitang;Labuhanbatu Selatan
Seulimeum;Aceh Besar
Rahuning (Rahunig);Asahan
Suak Midai;Natuna
Sanga Desa;Musi Banyuasin
Sekayam;Sanggau
Sembalun;Lombok Timur
Raihat;Belu
Suak Tapeh;Banyuasin
Sibabangun;Tapanuli Tengah
Silat Hilir;Kapuas Hulu
Sanga Sanga;Kutai Kartanegara
Suator;Asmat
Sekayu;Musi Banyuasin
Pakel;Tulungagung
Sembawa;Banyuasin
Sekerak;Aceh Tamiang
Pohjentrek;Pasuruan
Sebuku;Nunukan
Silat Hulu;Kapuas Hulu
Sekernan;Muaro Jambi
Sangalla (Sanggala);Tana Toraja
Rangsang;Kepulauan Meranti
Raijua;Sabu Raijua
Sabangparu;Wajo
Subah;Batang
Purwodadi;Musi Rawas
Sekincau;Lampung Barat
Pulau-Pulau Batu Utara;Nias Selatan
Sembilan Koto;Dharmasraya
Sebulu;Kutai Kartanegara
Seko;Luwu Utara
Sabbang;Luwu Utara
Seunagan;Nagan Raya
Silau Laut;Asahan
Poigar;Bolaang Mongondow
Subah;Sambas
Pakem;Sleman
Purwoharjo;Banyuwangi
Rangsang Barat;Kepulauan Meranti
Secang;Magelang
Subang;Kuningan
Samatiga;Aceh Barat
Raimanuk;Belu
Seunagan Timur;Nagan Raya
Pulau-Pulau Kur;Tual
Silaut;Pesisir Selatan
Sangalla Selatan;Tana Toraja
Purwojati;Banyumas
Sabbang Selatan;Luwu Utara
Rangsang Pesisir;Kepulauan Meranti
Poiru;Biak Numfor
Subang;Subang
Secanggang;Langkat
Sabu Barat;Sabu Raijua
Subi;Natuna
Samaturu;Kolaka
Pulaulaut Sigam;Kotabaru
Silian Raya;Minahasa Tenggara
Seunuddon (Seunudon);Aceh Utara
Pakem;Bondowoso
Sedan;Rembang
Sekolaq Darat;Kutai Barat
Rano;Tana Toraja
Sambaliung;Berau
Raimbawi;Kepulauan Yapen
Suboh;Situbondo
Purwokerto Barat;Banyumas
Sangalla Utara;Tana Toraja
Silih Nara;Aceh Tengah
Sekongkang;Sumbawa Barat
Polanharjo;Klaten
Subur;Boven Digoel
Rainis;Kepulauan Talaud
Sabu Liae;Sabu Raijua
Sedati;Sidoarjo
Ranomeeto;Konawe Selatan
Sangatta Selatan;Kutai Timur
Pakenjeng;Garut
Sambas;Sambas
Sekotong;Lombok Barat
Sucinaraja;Garut
Sewon;Bantul
Raja Basa (Rajabasa);Lampung Selatan
Silima Pungga Pungga;Dairi
Sangatta Utara;Kutai Timur
Sudimoro;Pacitan
Pulaumerbau;Kepulauan Meranti
Sekupang;Batam
Sambelia (Sambalia);Lombok Timur
Sabu Tengah;Sabu Raijua
Ranomeeto Barat;Konawe Selatan
Sanggalangi;Toraja Utara
Sedayu;Bantul
Poleang;Bombana
Silimakuta;Simalungun
Seyegan;Sleman
Siberida (Seberida);Indragiri Hulu
Sabu Timur;Sabu Raijua
Sambeng;Lamongan
Sanggar;Bima
Sugapa;Intan Jaya
Pulaupinang (Pulau Pinang);Lahat
Sela;Yahukimo
Silimo;Yahukimo
Siberut Barat;Kepulauan Mentawai
Pakis;Magelang
Sedong;Cirebon
Sugie Besar;Karimun
Sanggau Ledo;Bengkayang
Pakis;Malang
Sambi;Boyolali
Rajabasa;Bandar Lampung
Sugihwaras;Bojonegoro
Puldama;Yahukimo
Siabu;Mandailing Natal
Selaawi;Garut
Sambi Rampas;Manggarai Timur
Silinda;Serdang Bedagai
Sangia Wambulu;Buton Tengah
Semboro;Jember
Siberut Barat Daya;Kepulauan Mentawai
Selagai Lingga;Lampung Tengah
Ranowulu (Bitung Utara);Bitung
Sangir;Solok Selatan
Pakis Aji;Jepara
Sugio;Lamongan
Rajadesa;Ciamis
Segah;Berau
Siliragung;Banyuwangi
Pule;Trenggalek
Siberut Selatan;Kepulauan Mentawai
Siak;Siak
Selagan Raya;Muko Muko
Sabulakoa;Konawe Selatan
Suhaid;Kapuas Hulu
Segedong;Mempawah
Rajagaluh;Majalengka
Sadananya;Ciamis
Ranoyapo;Minahasa Selatan
Purwokerto Selatan;Banyumas
Pulo Aceh;Aceh Besar
Siberut Tengah;Kepulauan Mentawai
Suka Bangun;Tapanuli Tengah
Siak Hulu;Kampar
Sadang;Kebumen
Sambikerep;Surabaya
Silo;Jember
Purwokerto Timur;Banyumas
Sadaniang;Mempawah
Selajambe;Kuningan
Suka Karya (Sukakarya);Musi Rawas
Segeri;Pangkajene Kepulauan
Pulo Ampel;Serang
Siberut Utara;Kepulauan Mentawai
Ransiki;Manokwari Selatan
Siak Kecil;Bengkalis
Pakisaji;Malang
Sangir Balai Janggo;Solok Selatan
Suka Makmue;Nagan Raya
Selakau;Sambas
Silo Karno Doga;Jayawijaya
Sibolangit;Deli Serdang
Sukabumi;Bandar Lampung
Sadu;Tanjung Jabung Timur
Semen;Kediri
Purwokerto Utara;Banyumas
Pulo Bandring;Asahan
Seget;Sorong
Silou Kahean;Simalungun
Sukabumi;Sukabumi
Sukadana;Ciamis
Sambirejo;Sragen
Selakau Timur;Sambas
Saengkeduk;Sorong
Silungkang;Sawahlunto
Sianjar Mula Mula (Sianjur);Samosir
Rajapolah;Tasikmalaya
Safan;Asmat
Purworeja Klampok (Purworejo Klampok);Banjarnegara
Sibolga Kota;Sibolga
Semendawai Barat;Ogan Komering Ulu Timur
Pulogadung (Pulo Gadung);Jakarta Timur
Seginim;Bengkulu Selatan
Sangir Batang Hari;Solok Selatan
Sagalaherang;Subang
Sukadana;Kayong Utara
Sambit;Ponorogo
Sibolga Sambas;Sibolga
Pakisjaya;Karawang
Siantan;Kepulauan Anambas
Siluq Ngurai;Kutai Barat
Rajeg;Tangerang
Sagaranten;Sukabumi
Sangir Jujuan;Solok Selatan
Sukadana;Lampung Timur
Sibolga Selatan;Sibolga
Samboja (Semboja);Kutai Kartanegara
Sukadiri;Tangerang
Sangkapura;Gresik
Purworejo;Purworejo
Pulokulon;Grobogan
Rakit;Banjarnegara
Siman;Ponorogo
Segun;Sorong
Sangkub;Bolaang Mongondow Utara
Pakkat;Humbang Hasundutan
Siantan Selatan;Kepulauan Anambas
Sukagumiwang;Indramayu
Sibolga Utara;Sibolga
Pakong;Pamekasan
Samboja Barat;Kutai Kartanegara
Sukahaji;Majalengka
Selangit;Musi Rawas
Pulomerak;Cilegon
Sangkulirang;Kutai Timur
Simangambat;Padang Lawas Utara
Sei Balai;Batu Bara
Rakit Kulim;Indragiri Hulu
Sungkai Barat;Lampung Utara
Purworejo;Pasuruan
Siborong-Borong;Tapanuli Utara
Saguling;Bandung Barat
Sukahening;Tasikmalaya
Sambong;Blora
Selaprang (Selaparang);Mataram
Paku;Barito Timur
Sei Bamban;Serdang Bedagai
Simangumban;Tapanuli Utara
Selaru;Kepulauan Tanimbar (Maluku Tenggara Barat)
Pulosari;Pandeglang
Rakumpit;Palangkaraya
Sukajadi;Bandung
Sagulung;Batam
Raman Utara;Lampung Timur
Sahu;Halmahera Barat
Sambung Makmur;Banjar
Sungkai Jaya;Lampung Utara
Selat;Kapuas
Purwosari;Pasuruan
Simanindo;Samosir
Selat;Karangasem
Sei Beduk (Sungai Beduk);Batam
Sukajadi;Pekanbaru
Sambungmacan (Sambung Macan);Sragen
Rambah;Rokan Hulu
Pulosari;Pemalang
Purwosari;Gunungkidul
Sibulue;Bone
Sukajaya;Bogor
Sahu Timur;Halmahera Barat
Soloikma;Yahukimo
Saifi;Sorong Selatan
Sungkai Selatan;Lampung Utara
Selat Gelam;Karimun
Rambah Hilir;Rokan Hulu
Pulubala;Gorontalo
Simbang;Maros
Sidamanik;Simalungun
Semendawai Suku III;Ogan Komering Ulu Timur
Solokanjeruk (Solokan Jeruk);Bandung
Sambutan;Samarinda
Sukajaya;Sabang
Selat Nasik;Belitung
Sei Bingai (Sei Binge / Bingei);Langkat
Solokuro;Lamongan
Sukakarya;Sabang
Sidamulih;Pangandaran
Simboro (Simboro dan Kepulauan);Mamuju
Selat Penuguan;Banyuasin
Purwosari;Bojonegoro
Sungkai Tengah;Lampung Utara
Sukodono;Lumajang
Solor Barat;Flores Timur
Sentani;Jayapura
Semendawai Timur;Ogan Komering Ulu Timur
Sidareja;Cilacap
Sei Dadap;Asahan
Selayar;Lingga
Sukodono;Sidoarjo
Sukakarya;Bekasi
Siantan Tengah;Kepulauan Anambas
Solor Selatan;Flores Timur
Syujak;Tambrauw
Semende Darat Laut;Muara Enim
Sei Kepayang;Asahan
Rambah Samo;Rokan Hulu
Sukodono;Sragen
Siantan Timur;Kepulauan Anambas
Simbuang;Tana Toraja
Solor Timur;Flores Timur
Sentani Barat;Jayapura
Samenage;Yahukimo
Selebar;Bengkulu
Sukalarang;Sukabumi
Samigaluh;Kulon Progo
Sindang;Majalengka
Sidayu;Gresik
Sungkai Utara;Lampung Utara
Sei Kepayang Barat;Asahan
Somagede;Banyumas
Sukoharjo;Sukoharjo
Siantan Utara;Kepulauan Anambas
Semende Darat Tengah;Muara Enim
Selemadeg;Tabanan
T. Jambo Aye (Tanah Jambo Aye);Aceh Utara
Pusakajaya;Subang
Sidemen;Karangasem
Simeulue Barat (Simeuleu Barat);Simeulue
Sukoharjo;Wonosobo
Somambawa;Nias Selatan
Sukaluyu;Cianjur
Taba Penanjung;Bengkulu Tengah
Selemadeg Barat (Salemadeg Barat);Tabanan
Sindang Beliti Ilir;Rejang Lebong
Semende Darat Ulu;Muara Enim
Sukoharjo;Pringsewu
Sunook;Sorong
Samofa;Biak Numfor
Sindang Beliti Ulu;Rejang Lebong
Somba Opu (Upu);Gowa
Sukamaju;Luwu Utara
Sei Kepayang Timur;Asahan
Sukolilo;Surabaya
Rambang;Muara Enim
Siantar;Simalungun
Simeulue Cut;Simeulue
Sentani Timur;Jayapura
Sei Lepan;Langkat
Semidang Aji;Ogan Komering Ulu
Sukolilo;Pati
Siantar Barat;Pematangsiantar
Selemadeg Timur (Salamadeg Timur, Salemadeg Timur);Tabanan
Sukamaju Selatan;Luwu Utara
Sindang Danau;Ogan Komering Ulu Selatan
Sei Menggaris;Nunukan
Somolo-Molo (Samolo);Nias
Suntamon;Yahukimo
Sukomanunggal;Surabaya
Selemkai;Tambrauw
Sindang Dataran (Sindang Daratan);Rejang Lebong
Simeulue Tengah (Simeuleu Tengah);Simeulue
Rambang Kapak Tengah;Prabumulih
Sukomoro;Magetan
Sukamakmue;Sabang
Sompak;Landak
Selesai;Langkat
Sindang Jaya;Tangerang
